,feature,type
1572,义不容辞,2
1573,茁壮,2
1574,创立者,2
1575,连贯,2
1576,适当的,2
1577,毅然,2
1578,全神贯注的,2
1579,鼓掌欢迎,2
1580,作为奖品的,2
1581,凝聚性的,2
1582,令人钦佩,2
1583,明亮的,2
1584,可以接受,2
1585,勋绩,2
1586,欣喜,2
1587,漂漂亮亮,2
1588,生气勃勃,2
1589,能生产的,2
1590,难忘,2
1591,逻辑,2
1592,渐入佳境,2
1593,喜不自禁的,2
1594,详尽的,2
1595,充份,2
1596,向往,2
1597,均衡,2
1598,心想事成,2
1599,诚恳,2
1600,美丽的,2
1601,合法性,2
1602,协助,2
1603,重大的,2
1604,明晰的,2
1605,快乐论,2
1606,端庄,2
1607,美人,2
1608,紧要,2
1609,集资,2
1610,有利条件,2
1611,有秩序,2
1612,优质的,2
1613,清除,2
1614,符合要求的,2
1615,温暖,2
1616,清白,2
1617,寓意,2
1618,奉献,2
1619,受欢迎,2
1620,诚心诚意,2
1621,嘿嘿,2
1622,决定,2
1623,喜气,2
1624,至高,2
1625,为快,2
1626,符合要求,2
1627,令人愉快,2
1628,渴望的,2
1629,说服,2
1630,感同身受,2
1631,有魔力的,2
1632,理想的,2
1633,无恶意的,2
1634,施舍慷慨的,2
1635,永恒的,2
1636,才华,2
1637,有知觉,2
1638,自立,2
1639,一往情深,2
1640,不会受伤害的,2
1641,柔顺,2
1642,温蔼,2
1643,调剂,2
1644,可敬重的,2
1645,冲劲,2
1646,激赏,2
1647,引以为荣的事物,2
1648,闪烁,2
1649,稀少,2
1650,的确地,2
1651,诚挚,2
1652,智力的,2
1653,考虑,2
1654,启发,2
1655,有助益,2
1656,善举,2
1657,有帮助的,2
1658,最重要,2
1659,合格,2
1660,第一流的,2
1661,值得信赖的,2
1662,美的事物,2
1663,有节制的,2
1664,有钱的,2
1665,平坦的,2
1666,天堂,2
1667,负责的,2
1668,可行,2
1669,公开,2
1670,忠心,2
1671,鼓舞人心的,2
1672,宽容,2
1673,无误,2
1674,恰当的,2
1675,懂事,2
1676,有说服力的,2
1677,有助的,2
1678,英勇,2
1679,茂盛,2
1680,珍贵,2
1681,干劲,2
1682,清白的,2
1683,很好的,2
1684,负责,2
1685,答应,2
1686,资助,2
1687,信服,2
1688,注重实际的,2
1689,无比,2
1690,光明的,2
1691,安详,2
1692,祝贺的,2
1693,繁茂,2
1694,渴望,2
1695,时髦,2
1696,最适当地,2
1697,乐意地,2
1698,无欲,2
1699,慈善的,2
1700,持久的,2
1701,毅力,2
1702,尊崇,2
1703,黄金,2
1704,逼真,2
1705,流行的,2
1706,尚好,2
1707,活着,2
1708,多智,2
1709,平安的,2
1710,平平淡淡,2
1711,夺得,2
1712,自如,2
1713,独有的,2
1714,报恩,2
1715,顺利,2
1716,清楚地,2
1717,适度,2
1718,完整,2
1719,创造的,2
1720,滋养,2
1721,有财产的,2
1722,惠顾,2
1723,繁荣,2
1724,白金,2
1725,善良的,2
1726,善说服的,2
1727,吉利,2
1728,优於,2
1729,似乎有理,2
1730,坚定不移的,2
1731,善於经营,2
1732,适应的,2
1733,喜气洋洋的,2
1734,唯实论,2
1735,群策群力,2
1736,明了的,2
1737,节俭的,2
1738,天真无邪,2
1739,安宁,2
1740,稀奇的,2
1741,清楚易懂的,2
1742,有天赋的,2
1743,廉洁,2
1744,迷人的,2
1745,创新的,2
1746,谦卑的,2
1747,易控制,2
1748,获得胜利,2
1749,公平,2
1750,心宽,2
1751,虔敬的,2
1752,令人喜悦,2
1753,不会受伤害,2
1754,崇敬,2
1755,不会弄错的,2
1756,有权能,2
1757,友爱的,2
1758,敏锐的感觉力,2
1759,乐於,2
1760,正式批准,2
1761,正派,2
1762,便利,2
1763,有帮手,2
1764,洋房,2
1765,乐意的,2
1766,出名,2
1767,悲悯,2
1768,暖和的,2
1769,自信地,2
1770,温柔亲切的,2
1771,非凡,2
1772,坚持的,2
1773,适任,2
1774,很多的,2
1775,合意的,2
1776,悲怜,2
1777,努力解决,2
1778,间歇,2
1779,珍爱的,2
1780,愿意,2
1781,甘愿的,2
1782,亲爱,2
1783,可钦佩的,2
1784,轻松的,2
1785,激励,2
1786,使凉快,2
1787,伟大,2
1788,负有义务,2
1789,有价值的人,2
1790,无过失,2
1791,能吃苦耐劳,2
1792,清理,2
1793,习惯,2
1794,理性的,2
1795,很好地,2
1796,安於,2
1797,良性,2
1798,恰当地,2
1799,可称赞的,2
1800,奋争,2
1801,高兴,2
1802,甜滋滋,2
1803,使固定,2
1804,首位,2
1805,亲善,2
1806,关心,2
1807,机灵,2
1808,精美的,2
1809,有益健康的,2
1810,使人首肯,2
1811,奇妙的,2
1812,纤细,2
1813,彬彬,2
1814,服从,2
1815,不懈,2
1816,品性端正,2
1817,光亮,2
1818,知道,2
1819,殷勤的,2
1820,暖呼呼,2
1821,透明,2
1822,光滑,2
1823,守法,2
1824,确定,2
1825,合乎,2
1826,招待,2
1827,别致的,2
1828,无可指责,2
1829,人性的,2
1830,资源,2
1831,获利的,2
1832,参加,2
1833,有势力的,2
1834,称心,2
1835,舒服的,2
1836,智力,2
1837,兴奋的,2
1838,值得崇拜的,2
1839,经得起检验的,2
1840,担待,2
1841,崇拜,2
1842,简明,2
1843,免除的,2
1844,受锺爱,2
1845,简易,2
1846,暖烘烘,2
1847,恭喜,2
1848,有权,2
1849,忘不了的,2
1850,谦恭,2
1851,圣洁,2
1852,深思的,2
1853,渴望获得,2
1854,文雅的,2
1855,安安稳稳,2
1856,稳重的,2
1857,可亲,2
1858,分工,2
1859,给予,2
1860,明亮照耀的,2
1861,实在论的,2
1862,防止,2
1863,调和,2
1864,娴雅的,2
1865,渴慕,2
1866,非常合适的,2
1867,钟情,2
1868,专属,2
1869,及格,2
1870,宝贵的,2
1871,治疗,2
1872,幸福,2
1873,无刺激性的,2
1874,实现,2
1875,符合的,2
1876,责任重大,2
1877,奇迹,2
1878,安详的,2
1879,喜庆的,2
1880,易办的,2
1881,精细的,2
1882,感恩,2
1883,变好,2
1884,富有的,2
1885,精确,2
1886,为怀,2
1887,富於同情心的,2
1888,如意,2
1889,小心的,2
1890,光辉,2
1891,可信赖性,2
1892,亲和,2
1893,振奋,2
1894,谦恭的,2
1895,真确的,2
1896,优良,2
1897,合乎卫生的,2
1898,可贵的,2
1899,细致优雅的,2
1900,在乎,2
1901,诚实的,2
1902,昌盛的,2
1903,道理,2
1904,可以接受的,2
1905,合作,2
1906,有特色,2
1907,正道,2
1908,可理解的,2
1909,人格高尚,2
1910,机智,2
1911,变清,2
1912,喜欢的,2
1913,明显的,2
1914,讨喜,2
1915,形影不离,2
1916,颂扬,2
1917,无可责难的,2
1918,亲切,2
1919,警觉,2
1920,慈悲心,2
1921,很多,2
1922,发育,2
1923,仁善,2
1924,可了解的,2
1925,滋养的,2
1926,晴朗的,2
1927,华丽的,2
1928,宽阔的,2
1929,收获,2
1930,决心,2
1931,欢腾,2
1932,坚强的,2
1933,亲近,2
1934,整齐的,2
1935,施恩,2
1936,满意地说,2
1937,简朴,2
1938,恒心,2
1939,周到的,2
1940,博爱,2
1941,艺术,2
1942,能干,2
1943,学好,2
1944,欣然地,2
1945,感激的,2
1946,致意,2
1947,天使般的人,2
1948,嬉戏,2
1949,光滑的,2
1950,让步,2
1951,很好,2
1952,精致的,2
1953,可信,2
1954,抒情,2
1955,奋发,2
1956,慎虑的,2
1957,平稳的,2
1958,洁净,2
1959,有才气的,2
1960,心心相印,2
1961,攻读,2
1962,无畏的,2
1963,时髦的,2
1964,有思想性的,2
1965,趣味,2
1966,极度高兴,2
1967,心甘情愿的,2
1968,绝无错误,2
1969,快乐论的,2
1970,可用的,2
1971,扬扬,2
1972,明了,2
1973,有效性,2
1974,宠爱的,2
1975,令人喜悦的,2
1976,好吃,2
1977,狂喜的,2
1978,生产,2
1979,毫不含糊的,2
1980,有爱国心的,2
1981,温和,2
1982,表示赞成的,2
1983,慷慨的行为,2
1984,醇的,2
1985,生气勃勃地,2
1986,英雄,2
1987,创立,2
1988,长进,2
1989,容易亲近,2
1990,太好了,2
1991,牢固,2
1992,机敏,2
1993,光泽,2
1994,夺魁,2
1995,亲切的,2
1996,好笑的,2
1997,天籁,2
1998,温顺的,2
1999,慈悲为怀,2
2000,德高望重,2
2001,义无反顾,2
2002,明智的行为,2
2003,透明的,2
2004,心有灵犀,2
2005,伊甸园,2
2006,巨大,2
2007,自然的,2
2008,标致,2
2009,广阔,2
2010,无欲的,2
2011,认真的,2
2012,精明,2
2013,引以为荣,2
2014,忠实的,2
2015,着名,2
2016,平静下来,2
2017,巧妙的,2
2018,甘美,2
2019,多才多艺,2
2020,独立自主的,2
2021,合法,2
2022,斗志,2
2023,供娱乐用的,2
2024,捐献,2
2025,苦修,2
2026,富丽,2
2027,勤奋,2
2028,正确地,2
2029,吸引人的,2
2030,赞扬,2
2031,有节制,2
2032,鼓掌,2
2033,庆贺,2
2034,多趣的,2
2035,有魅力的,2
2036,物廉价美的,2
2037,无刺激性,2
2038,值得信赖,2
2039,绝对可靠,2
2040,当然,2
2041,圣人,2
2042,有规范,2
2043,慷慨的,2
2044,推进,2
2045,大喜,2
2046,美好,2
2047,有决心的,2
2048,可爱的,2
2049,雅致的,2
2050,可贵,2
2051,支援,2
2052,和睦的,2
2053,引吭高歌,2
2054,稀奇,2
2055,道德,2
2056,别致,2
2057,良心,2
2058,真实的,2
2059,促进,2
2060,由衷的高兴,2
2061,正确的,2
2062,无价,2
2063,直率的,2
2064,精确性,2
2065,富强,2
2066,喜剧的,2
2067,德高望重的人,2
2068,鼓舞,2
2069,活力,2
2070,缝补,2
2071,守信,2
2072,有才能的,2
2073,值得称赞的,2
2074,无边无际,2
2075,和蔼可亲,2
2076,谦虚,2
2077,善理,2
2078,有干劲,2
2079,合乎情理,2
2080,坚固耐用的,2
2081,美梦,2
2082,专门,2
2083,使人信服,2
2084,优胜,2
2085,醉心,2
2086,未被污染的,2
2087,留心的,2
2088,节约,2
2089,福祉,2
2090,赞成,2
2091,爱国,2
2092,正规,2
2093,充满深情,2
2094,有势力,2
2095,唯实论的,2
2096,引人赞美,2
2097,无懈可击,2
2098,鉴别力,2
2099,牢靠,2
2100,联合,2
2101,耐用的,2
2102,顺眼,2
2103,尊敬的,2
2104,志气,2
2105,平衡,2
2106,本着良心的,2
2107,约定,2
2108,嗜好,2
2109,上好的,2
2110,神志正常,2
2111,不亦乐乎,2
2112,直觉的,2
2113,有能力的,2
2114,温情,2
2115,乐意,2
2116,心宽体胖,2
2117,同情心,2
2118,得体的,2
2119,安乐,2
2120,光芒,2
2121,爱国的,2
2122,整齐,2
2123,荣幸,2
2124,不凡,2
2125,痴情,2
2126,仪态高贵,2
2127,有思想,2
2128,率直的,2
2129,值得注意的,2
2130,爱好,2
2131,生育,2
2132,洋溢着幸福的,2
2133,奖励,2
2134,有才干,2
2135,怜悯的,2
2136,信赖,2
2137,猎获,2
2138,开放,2
2139,希望,2
2140,敏锐,2
2141,有判断力的,2
2142,温慰,2
2143,机警,2
2144,似天使的,2
2145,凯旋的,2
2146,负有,2
2147,发展,2
2148,生情,2
2149,知性的,2
2150,赞成的论点,2
2151,满怀,2
2152,洋溢着幸福,2
2153,鼓掌欢呼表示通过,2
2154,顺当,2
2155,刚毅的,2
2156,节约的,2
2157,潜心於,2
2158,适时,2
2159,浪漫的,2
2160,乐事,2
2161,博爱的,2
2162,衷心地,2
2163,革命,2
2164,有感觉,2
2165,特别的,2
2166,壮观,2
2167,敬重,2
2168,坚持,2
2169,乐观的,2
2170,富丽堂皇,2
2171,免费,2
2172,特大的,2
2173,标致的,2
2174,独创,2
2175,超凡,2
2176,心爱的,2
2177,偏爱,2
2178,长处,2
2179,乐乎,2
2180,感谢,2
2181,着名的,2
2182,红润,2
2183,好天气,2
2184,善意的,2
2185,畅谈的,2
2186,宠爱,2
2187,想像,2
2188,无可指责的,2
2189,好奇的,2
2190,待人如友,2
2191,英明,2
2192,体贴的,2
2193,赞扬的,2
2194,可尊敬的,2
2195,本着良心,2
2196,安身,2
2197,重要的,2
2198,器重,2
2199,有效的,2
2200,优秀的,2
2201,嘟嘟,2
2202,心醉,2
2203,使缓和,2
2204,时机适宜,2
2205,时机适宜的,2
2206,可携带的,2
2207,富於的,2
2208,丰满的,2
2209,肥沃,2
2210,好笑,2
2211,引人赞美的人,2
2212,欢跃,2
2213,热烈的,2
2214,说服力,2
2215,苦思,2
2216,能力,2
2217,令人高兴的,2
2218,衷心的,2
2219,激昂,2
2220,真诚,2
2221,完满,2
2222,宁静的,2
2223,公开的,2
2224,宜人的,2
2225,从容,2
2226,宽容的,2
2227,新鲜,2
2228,豪华的,2
2229,有义务的,2
2230,无髒污的,2
2231,值得注意地,2
2232,乐而忘忧的,2
2233,物廉价美,2
2234,名誉,2
2235,清洁的,2
2236,多趣,2
2237,启发想像力,2
2238,一吐为快,2
2239,满面春风,2
2240,欢愉,2
2241,清秀,2
2242,愉悦,2
2243,积极性,2
2244,雀跃,2
2245,学习好,2
2246,稍息,2
2247,令人钦佩的,2
2248,率直地,2
2249,可信赖,2
2250,香甜,2
2251,深切,2
2252,好客,2
2253,尊敬人的,2
2254,心旷神怡,2
2255,平整,2
2256,得力,2
2257,爽快,2
2258,奠基者,2
2259,盛年,2
2260,卫生,2
2261,深刻,2
2262,柔和,2
2263,圆满的,2
2264,非凡的,2
2265,吉祥,2
2266,令人高兴,2
2267,和睦,2
2268,宽恕,2
2269,热心肠的,2
2270,英雄式,2
2271,趣味相同的,2
2272,专家,2
2273,雅致,2
2274,仪态高贵的,2
2275,渴求,2
2276,大笑,2
2277,灵活的,2
2278,获胜的,2
2279,自勉,2
2280,过瘾,2
2281,当心,2
2282,无疑的,2
2283,光荣,2
2284,有雅量的,2
2285,真正,2
2286,欢叫,2
2287,留情,2
2288,香的,2
2289,不迫,2
2290,极乐,2
2291,兴奋,2
2292,诗意的,2
2293,赞成者,2
2294,奇迹的,2
2295,心情舒畅,2
2296,感人,2
2297,仁慈的,2
2298,熟练地,2
2299,小心谨慎,2
2300,值得尊重的,2
2301,着迷,2
2302,有天资的,2
2303,意味深长,2
2304,可信任,2
2305,体谅,2
2306,连根拔起,2
2307,适宜的,2
2308,彬彬有礼的,2
2309,品行,2
2310,亲密,2
2311,期盼,2
2312,辉耀,2
2313,主动,2
2314,神志正常的,2
2315,请求,2
2316,愉快地说,2
2317,优质,2
2318,技巧,2
2319,噪声小,2
2320,大量的,2
2321,多产,2
2322,有耐性的,2
2323,实在论,2
2324,如画的,2
2325,使人信服的,2
2326,专门的,2
2327,在意,2
2328,豪勇,2
2329,热闹,2
2330,灿烂,2
2331,无忧无虑的,2
2332,想像的,2
2333,使用方便的,2
2334,决定性的,2
2335,发达,2
2336,安安静静,2
2337,幽默感,2
2338,贵族,2
2339,聪明的,2
2340,打趣,2
2341,促成,2
2342,取悦,2
2343,平平静静,2
2344,安泰,2
2345,一见锺情,2
2346,吃苦,2
2347,无污点的,2
2348,欢乐,2
2349,有教育意义,2
2350,心爱,2
2351,有创造力,2
2352,正规的,2
2353,上等的,2
2354,使安静,2
2355,留意的,2
2356,笑死罗,2
2357,积极的,2
2358,灵敏性,2
2359,有先见之明,2
2360,便宜,2
2361,威严,2
2362,自信满满,2
2363,不可侵犯,2
2364,盼望,2
2365,勤奋的,2
2366,遵从,2
2367,完整的,2
2368,值得向往的,2
2369,灵巧,2
2370,嗬嗬,2
2371,无瑕疵的,2
2372,漂亮的,2
2373,尊重人,2
2374,互爱,2
2375,知罪,2
2376,最上,2
2377,出众的,2
2378,不含糊的,2
2379,智巧,2
2380,体贴,2
2381,群情激愤,2
2382,细心,2
2383,合意,2
2384,增进友谊,2
2385,精确度,2
2386,独一无二的,2
2387,不可名状的,2
2388,互利,2
2389,欢迎,2
2390,赏心悦目,2
2391,诚恳的,2
2392,节制,2
2393,有意义,2
2394,热诚地,2
2395,痛快,2
2396,能充分理解的,2
2397,帮手,2
2398,甜蜜,2
2399,漂亮地,2
2400,乐趣,2
2401,能生产,2
2402,合理的,2
2403,感激,2
2404,顾虑周到的,2
2405,资源丰富的,2
2406,恋恋,2
2407,一帆风顺,2
2408,不争,2
2409,好奇,2
2410,敬爱,2
2411,善理家的,2
2412,坚持不懈,2
2413,勇猛,2
2414,高处,2
2415,心诚则灵,2
2416,夥伴的,2
2417,繁茂的,2
2418,信任,2
2419,审慎,2
2420,熟练的,2
2421,有头脑,2
2422,容光,2
2423,互助合作,2
2424,杰出,2
2425,直言不讳的,2
2426,受锺爱的,2
2427,天然的,2
2428,教养,2
2429,冠军的,2
2430,易懂,2
2431,灿烂的,2
2432,坚定的,2
2433,细腻的,2
2434,达成,2
2435,留意,2
2436,典雅,2
2437,值得赞扬,2
2438,建设,2
2439,与有荣焉,2
2440,坚固的,2
2441,免费的,2
2442,人味,2
2443,严密,2
2444,首肯,2
2445,伶俐,2
2446,平息,2
2447,狂爱,2
2448,迷人之处,2
2449,方便,2
2450,赞赏,2
2451,成为,2
2452,敬畏,2
2453,自在,2
2454,最优秀的,2
2455,爱上,2
2456,强健的,2
2457,贤慧,2
2458,高级,2
2459,能干的,2
2460,机会,2
2461,生产多,2
2462,慈悲的,2
2463,礼貌,2
2464,忠实,2
2465,温柔的,2
2466,了不起的,2
2467,绝无,2
2468,豁免,2
2469,有乐趣的,2
2470,善心,2
2471,奋力,2
2472,甘甜,2
2473,连贯的,2
2474,直率,2
2475,偿清,2
2476,晴朗,2
2477,矫正,2
2478,学成归国,2
2479,洋洋,2
2480,有能力,2
2481,爱说话,2
2482,接受,2
2483,幽默,2
2484,开朗,2
2485,快快活活,2
2486,权益,2
2487,纪念,2
2488,适意,2
2489,夺冠,2
2490,有贵族气派的,2
2491,深切注意的,2
2492,笑勒,2
2493,遵守,2
2494,富於机智的,2
2495,光明,2
2496,轻轻松松,2
2497,关怀,2
2498,欣然,2
2499,宝贵,2
2500,壮丽的,2
2501,管理,2
2502,庄严,2
2503,公正的,2
2504,创造,2
2505,学以致用,2
2506,有乐趣,2
2507,福利,2
2508,有光泽,2
2509,喜感,2
2510,暖和,2
2511,心动,2
2512,可取的,2
2513,抒解,2
2514,褒扬,2
2515,无庸置疑地,2
2516,爱好和平的,2
2517,确实的,2
2518,健美的,2
2519,使用方便,2
2520,健全的,2
2521,无敌,2
2522,吸引力,2
2523,保护,2
2524,至上的,2
2525,发觉,2
2526,固定,2
2527,情深,2
2528,把握,2
2529,公正地,2
2530,鲜豔的,2
2531,均匀,2
2532,良善,2
2533,毫不,2
2534,真诚的,2
2535,清高,2
2536,卫冕,2
2537,生日快乐,2
2538,热力,2
2539,感到满意,2
2540,天真,2
2541,效能,2
2542,财富,2
2543,品行端正的,2
2544,义务,2
2545,腾跃,2
2546,赚钱,2
2547,热切於,2
2548,自白,2
2549,肝胆相照,2
2550,凝聚性,2
2551,传奇性的,2
2552,成功的,2
2553,获利,2
2554,锻炼,2
2555,聪颖,2
2556,慈和,2
2557,慎虑,2
2558,奋勇,2
2559,有说服力,2
2560,勤勉,2
2561,顺从的,2
2562,宜人,2
2563,喜悦,2
2564,最重要的,2
2565,出人意表,2
2566,产量多,2
2567,前进,2
2568,热切,2
2569,有才干的人,2
2570,不成为问题,2
2571,怜惜,2
2572,最优秀,2
2573,心花怒放,2
2574,有含义,2
2575,噪声小的,2
2576,天然,2
2577,胜利的,2
2578,适性,2
2579,重要,2
2580,慎重,2
2581,万能,2
2582,织补,2
2583,改进,2
2584,热爱,2
2585,注意,2
2586,飞黄腾达的,2
2587,乐嗬嗬,2
2588,有远见的,2
2589,胜利,2
2590,堂皇的,2
2591,睿智,2
2592,神气活现,2
2593,容光焕发,2
2594,心满意足,2
2595,足够的,2
2596,生效,2
2597,一笑置之,2
2598,熟练,2
2599,谦逊,2
2600,会心一笑,2
2601,认同,2
2602,最理想的,2
2603,羡慕的,2
2604,高雅,2
2605,使人敬畏的,2
2606,利益,2
2607,深切注意,2
2608,怜悯,2
2609,细致优雅,2
2610,有效率,2
2611,有才气,2
2612,有权益,2
2613,引人注目的,2
2614,忠贞的,2
2615,好心情,2
2616,蓬勃,2
2617,使人敬畏,2
2618,无缺点的,2
2619,友善的,2
2620,出神,2
2621,美感,2
2622,漂亮的东西,2
2623,举行凯旋式,2
2624,可实行的,2
2625,值得赞美的,2
2626,奖品,2
2627,新奇的,2
2628,天使的,2
2629,洁净的,2
2630,尊重,2
2631,富丽堂皇的,2
2632,有规范的,2
2633,一致的,2
2634,端庄的,2
2635,有意义的,2
2636,喜出望外,2
2637,纯洁的,2
2638,魔力,2
2639,毫无隐讳交谈的,2
2640,热热闹闹,2
2641,有益健康,2
2642,有趣,2
2643,贤淑,2
2644,帮助脱离困境,2
2645,耐劳,2
2646,无疑问,2
2647,勇敢的事迹,2
2648,老练的,2
2649,有胆量的,2
2650,好学,2
2651,独一无二,2
2652,高尚,2
2653,爱心,2
2654,想像力,2
2655,宽厚,2
2656,为傲,2
2657,至善,2
2658,联合起来,2
2659,扬扬自得,2
2660,很爽,2
2661,友谊,2
2662,显赫的,2
2663,较好,2
2664,雅量,2
2665,健壮的,2
2666,诗意,2
2667,茂盛的,2
2668,明智,2
2669,准备,2
2670,明晰,2
2671,娇美,2
2672,达观,2
2673,安全的,2
2674,过关,2
2675,多幸褔,2
2676,天真的,2
2677,惊羡,2
2678,认真,2
2679,极度高兴的,2
2680,无缺点,2
2681,小心谨慎的,2
2682,古典的,2
2683,激荡,2
2684,独立,2
2685,责任重大的,2
2686,巨大的,2
2687,承认,2
2688,生产多的,2
2689,赞许,2
2690,贤明的,2
2691,乐天,2
2692,欢乐的,2
2693,狂欢的,2
2694,伦理的,2
2695,乐观,2
2696,乐见,2
2697,正式的,2
2698,抒怀,2
2699,恰好的,2
2700,无价的,2
2701,无敌的,2
2702,承诺,2
2703,宽恕的,2
2704,热情的,2
2705,热心的,2
2706,热烈,2
2707,纯洁,2
2708,缔造者,2
2709,营养,2
2710,诙谐,2
2711,适意的,2
2712,卓越的,2
2713,赞许的,2
2714,可敬,2
2715,精通的,2
2716,忠诚的行为,2
2717,绝妙的,2
2718,助益,2
2719,壮丽,2
2720,诚实,2
2721,安康,2
2722,可了解,2
2723,明理的,2
2724,可行的,2
2725,畅谈,2
2726,养活,2
2727,易管理,2
2728,积极,2
2729,嘉奖,2
2730,欢闹的,2
2731,不拘泥,2
2732,无误地,2
2733,无可挑剔的,2
2734,无罪的,2
2735,规矩,2
2736,快活的,2
2737,有力的,2
2738,亲密的,2
2739,迷人,2
2740,准确,2
2741,欢笑,2
2742,洋溢,2
2743,努力,2
2744,老实的,2
2745,开拓,2
2746,赞成的一方,2
2747,宽阔,2
2748,纯净,2
2749,丰腴,2
2750,微微的,2
2751,有趣的,2
2752,精巧的设计,2
2753,富幽默感的,2
2754,壮丽雄伟,2
2755,真正的,2
2756,问题,-1
2757,异响,-1
2758,没有,-1
2759,严重,-1
2760,质量,-1
2761,出现,-1
2762,故障,-1
2763,解决,-1
2764,空调,-1
2765,存在,-1
2766,漏油,-1
2767,召回,-1
2768,不是,-1
2769,维修,-1
2770,抖动,-1
2771,投诉,-1
2772,新车,-1
2773,刹车,-1
2774,消费者,-1
2775,销售,-1
2776,厂家,-1
2777,机油,-1
2778,欺诈,-1
2779,明显,-1
2780,安全隐患,-1
2781,有点,-1
2782,顿挫,-1
2783,声音,-1
2784,导致,-1
2785,无法,-1
2786,不到,-1
2787,不好,-1
2788,油耗,-1
2789,真的,-1
2790,缺陷,-1
2791,自燃,-1
2792,油门,-1
2793,怠速,-1
2794,突然,-1
2795,不能,-1
2796,熄火,-1
2797,影响,-1
2798,原因,-1
2799,事件,-1
2800,不行,-1
2801,事故,-1
2802,异味,-1
2803,漏水,-1
